n04403638	望遠鏡
n07581931	フルーツカクテル
n07584938	ブイヨン
n07587618	コーンチャウダー
n07588817	ヴィシソワーズ
n07589458	ビゴス
n07592094	フリカッセ
n07593004	ポトフ
n07594737	雑報
n07595180	キャラメル
n07595649	甘庶糖
n07598622	アーモンド入り砂糖菓子
n07598734	落雁
n07599649	飴
n07607361	甘草
n07607832	口中薬
n07608339	ヌガー
n07609407	タフィー
n07610746	ブラマンジェ
n07614348	ソルベ
n07615289	氷菓子
n07615569	トゥッティフルッティ
n07616590	スプリット
n07618119	ダフ諸島
n07624757	クニッシュ
n07624924	ピロシキ
n07641928	真薯
n07650903	メンチ
n07672914	マーガリン
n07678586	叩き肉
n07680168	アナダマパン
n07681264	ティーブレッド
n07681926	クラッカー
n07683039	グラハムブレッド
n07683617	ピタ
n07685031	デーツパン
n07686461	ソルトライジングパン
n07687053	ウエハー
n07689313	スプーンブレッド
n07689490	シナモントースト
n07689842	ラスク
n07691863	ソフトロール
n07691954	カイザーロール
n07692517	ビアリ
n07693590	デニッシュ
n07694403	ベーキングパウダービスケット
n07695187	ソルティンクラッカー
n07695410	オイスタークラッカー
n07695504	ウォータービスケット
n07695652	グラハムクラッカー
n07698782	ラップ
n07709046	豆類
n07709172	香味野菜
n07712063	薩摩芋
n07719330	竹の子
n07720084	サトウダイコン
n07726672	ササゲ
n07727140	大手亡
n07730708	セルリアク
n07733847	アカザ
n07735179	レオ
n07735687	蘿蔔
n07736087	スウェーデン蕪
n07736371	ギシギシ
n07738224	くっつき
n07740597	エンパイア
n07740954	マッキントッシュ
n07741461	ピピン
n07742012	焼きリンゴ
n07743384	ハックルベリー
n07743723	ウィンターグリーン
n07744430	グーズベリー
n07745661	ザイフリボク
n07746749	モンステラ
n07748276	蜜柑
n07752514	干しアンズ
n07752664	干葡萄
n07752782	スルタナ
n07756325	甘露
n07764315	サポジラ
n07768230	バートレット梨
n07773428	ココナッツミルク
n07801091	馬草
n07803093	大麦粒
n07803310	蕎麦
n07804543	玄米
n07805254	マッシュ
n07805731	ペットフード
n07805966	ドッグフード
n07806879	シーザーサラダ
n07807317	コンビネーションサラダ
n07807594	ポテトサラダ
n07808022	ウォルドルフサラダ
n07810907	調味料
n07812790	橙皮油
n07813107	食塩
n07813324	セロリソルト
n07814007	オールスパイス
n07814790	小茴香
n07814925	薑
n07815163	生姜粉
n07819303	芥子
n07819480	辛子
n07820297	ヘンルーダ
n07821610	タラゴン
n07823591	ミントソース
n07823814	カレー粉
n07824502	マリネード
n07825850	アップルソース
n07826250	トマトペースト
n07826340	アンゼリカ
n07826453	アンゼリカ
n07826653	アニス
n07830690	ハードソース
n07832592	ラビゴート
n07837545	クリームソース
n07839478	ルー
n07839730	スービーズ
n07840395	カレーソース
n07840520	ソース
n07840672	ココナッツミルク
n07841037	白身
n07843348	ウエスタンオムレツ
n07845702	生乳
n07845863	ホモ牛乳
n07846143	粉乳
n07846471	練乳
n07846557	スキムミルク
n07846802	全乳
n07848093	サワークリーム
n07849912	凝乳
n07850083	凝乳
n07851298	クリームチーズ
n07851554	マスカルポーネ
n07851767	コテージチーズ
n07852045	ブルーチーズ
n07852919	チェダー
n07853762	粉チーズ
n07854348	パルメザン
n07854614	リコッタチーズ
n07860629	マンナ
n07864638	テトラッツィーニ
n07867883	フォンデュー
n07869291	ハムエッグス
n07869937	ケジェリー
n07870069	スブラキ
n07872593	ムサカ
n07873057	骨髄
n07874995	オートミール
n07875086	濃いかゆ
n07877675	タルタルステーキ
n07882886	ミックス粉
n07883384	仙薬
n07888909	麦芽
n07889990	バートン
n07896765	モーゼル
n07898895	トーケイ
n07900406	甘味果実酒
n07900958	セリー
n07901355	マルサラ
n07903543	アップルジャック
n07904637	スロージン
n07910379	マラスキノ
n07910538	パスティス
n07913774	コブラー
n07913882	トム・コリンズ
n07914777	スプリッツァー
n07915491	ミントジュレップ
n07915918	マルガリータ
n07916319	ウォッカ・マティーニ
n07917272	スクリュードライバー
n07917507	スコッチハイボール
n07917618	スリング
n07918028	サワー
n07918193	ウイスキーサワー
n07918309	スティンガー
n07918706	スウィズル
n07919165	ゾンビー
n07919894	ドリップコーヒー
n07920663	インスタントコーヒー
n07924560	グレープジュース
n07925116	パインジュース
n07925229	レモンジュース
n07925327	ライムジュース
n07925500	トマトジュース
n07926250	レモン水
n07926442	オレンジエード
n07926920	グリューワイン
n07927836	ビターレモン
n07928163	クリームソーダ
n07931452	プランターズパンチ
n07931612	ホワイトルシアン
n07932039	エッグノッグ
n07934530	紅茶葉
n07934800	ダージリン
n07936015	湧き水
n07942152	諸人
n07951464	集積物
n07954211	ルールブック
n08182379	集団
n08238463	教室
n08242223	軸
n08249459	軍楽隊
n08256735	縁組み
n08376250	一連
n08539276	町外れ
n08540532	自治町村
n08571642	防火線
n08613733	露天
n08640962	ラフ
n08645212	ウィールド地方
n08663703	デスクトップの
n08663860	頭
n08679167	高潮線
n08685188	黄道帯
n09193551	沖積平野
n09206985	登坂
n09213565	斜面
n09214916	堡礁
n09231117	カルデラ
n09262690	谷間
n09264803	三角洲
n09267854	ディボット
n09268007	ディボット
n09270657	氷堆丘
n09279986	火球
n09289596	幽谷
n09300306	小峡谷
n09309168	浮氷
n09315159	イオン
n09319604	峡部
n09337048	漏れ口
n09337253	岩棚
n09344198	低地
n09349648	蛇行
n09353815	微化石
n09389867	穿孔
n09391386	光球
n09400987	パルサー
n09403427	虹霓
n09405787	谷間
n09410224	地溝帯
n09411295	砂紋
n09421031	塩田
n09439032	雪原
n09439213	石鹸泡
n09442595	岬
n09444783	辰星
n09452291	スウェール川
n09463226	凍原
n09470222	静脈
n09478210	玄武岩
n09495962	グリフォン
n09537660	救世主
n09606009	冒険者
n09608709	篤志家
n09613191	競演者
n09624559	橋渡し
n09635973	アーリア人
n09639919	セム人
n09640715	エラム語
n09643799	チョンカス
n09644657	タタール
n09648743	ナワトル族
n09654518	デラウェア
n09663999	オネイダ
n09665367	ペノブスコット川
n09679170	異邦人
n09679925	カトリック
n09681107	東方帰一教会
n09681234	コプト
n09696763	フランス系カナダ人
n09701148	英語
n09706029	フィン
n09708889	パリジェンヌ
n09709673	クレオール
n09710164	ギリシア人
n09715165	アイルランド人男性
n09716047	イタリア人
n09720033	左雨
n09726621	インディオ
n09729062	白雲母
n09736798	ウズベク
n09738400	アメリカン
n09748101	東ドイツ人
n09748648	プルシャン
n09754217	庵主
n09756049	教唆犯
n09759501	アカデミシャン
n09760913	伴奏者
n09764201	取得者
n09765278	男優
n09769076	中毒者
n09771435	愛読者
n09773962	アドマン
n09778783	アジテーター
n09782167	ヘビードリンカー
n09785659	山男
n09785891	侍者
n09787534	大使
n09791816	無政府主義者
n09805151	大司教
n09809538	工兵
n09814488	議院
n09816654	助教授
n09820044	無神論者
n09822830	司法長官
n09823832	オーペアガール
n09824135	独裁者
n09824609	治者
n09830400	陣がさ
n09830629	バックパッカー
n09833751	バランサ
n09833997	不適合
n09840435	男爵
n09842395	篭屋
n09842823	私生児
n09843602	浴客
n09843716	従卒
n09843824	バトントワーラー
n09845849	ビート族
n09848489	門徒
n09850760	ベルセルク
n09851165	ベスト
n09861863	舟大工
n09863031	護衛
n09864632	爆弾
n09866817	靴磨き
n09869317	賞金稼ぎ
n09869578	ブルボン
n09871095	強打者
n09876701	ブラザー
n09877288	義兄
n09885866	家具師
n09886403	キャディー
n09886540	士官候補生
n09889170	書家
n09889691	運動員
n09890192	軍夫
n09892693	艦長
n09893344	首長
n09895222	キャリアリスト
n09901642	仕出し屋
n09902353	騎兵
n09902731	穴居人
n09902851	聖餐
n09904837	中道主義者
n09906704	覇者
n09911226	雑役婦
n09912681	悋嗇
n09917214	参謀長
n09927089	クリーナー
n09929577	臨床医
n09931165	ばか者
n09931418	指南番
n09931640	コーチャー
n09932336	馭者
n09936892	角帽
n09941089	成長株
n09941571	中佐
n09942697	政治将校
n09943811	コミッショナー
n09944160	委員
n09945319	赤
n09953350	製菓業者
n09954639	懐刀
n09958292	英国国教徒
n09960688	請負師
n09961739	委員長
n09968652	鼻栓
n09968845	顧問
n09971839	殿人
n09972587	雌牛
n09975425	職人
n09976917	クリープ
n09980985	元締め
n09981278	皇太子妃
n09982152	コキュ
n09985809	サイバーパンク
n09986700	犬儒
n09994673	執事
n10000787	総名代
n10001217	便り屋
n10001764	超人
n10015215	演出家
n10019072	地方検事
n10019187	ディストリクトマネージャ
n10023264	ドージェ
n10026976	浮浪者
n10028402	廃残
n10030277	脚本家
n10033412	仕立屋
n10035952	麻薬患者
n10037080	酔っ払い
n10039271	へなちょこ
n10041373	伯爵
n10041887	勤労者
n10044879	編集者
n10048367	長老
n10055297	魔法使い
n10057271	裏書人
n10058962	女性下士官兵
n10061043	外交使節
n10061882	疫学者
n10063635	エスキモー
n10068234	試験官
n10069981	幹事
n10070563	出品人
n10077879	狂信者
n10080869	親父さま
n10082423	フォーブ
n10082997	フェデラリスト
n10086383	野手
n10091349	消防署長
n10094584	将官
n10095265	フランカー
n10095420	フラッパー
n10095869	追従者
n10097995	花売り娘
n10099375	追随者
n10102800	父祖
n10105733	フォワード
n10106387	養父
n10106509	養母
n10107303	鼻祖
n10109443	異類異形
n10115430	フルバック
n10117415	ギャグマン
n10123122	ジャンダルム
n10126177	発生源
n10126424	遺伝学者
n10131815	剣闘士
n10134760	教父
n10134982	名親
n10140597	統督
n10140929	正看護婦
n10147710	食品雑貨屋
n10149867	看守
n10150940	過客
n10151133	客
n10151570	案内人
n10152616	尊師
n10152763	尊師
n10154186	ジプシー
n10157271	腹変り
n10159289	便利屋
n10162354	帽子屋
n10165448	聴衆
n10168584	遺産相続人
n10169241	推定相続人
n10170060	雇用
n10171456	薬採
n10173410	ヒロイン
n10174330	高踏
n10186068	馬伯楽
n10187491	女主人役
n10188715	家政婦
n10188957	同居人
n10191613	人道主義者
n10194231	前夫
n10196404	氷屋
n10198437	偶像
n10204177	実業家
n10205231	劣性
n10208847	監査役
n10209731	保険代理店
n10210648	デザイナー
n10210911	対談者
n10212501	通辯
n10212780	解釈者
n10215623	調査官
n10216106	投資家
n10218164	なんでも屋
n10220080	ジャワ語
n10221312	道外方
n10222497	問屋
n10224578	ブンヤ
n10227266	後輩
n10227490	二世
n10227985	法律専門家
n10228468	治安判事
n10233248	キングメーカー
n10235024	第一人者
n10240235	知ったかぶり
n10244913	千三屋
n10245863	庭作
n10248008	ラテン
n10249950	弁護士
n10251329	不精者
n10252222	講師
n10259348	尉官
n10260473	中尉
n10276045	樵
n10277027	放火魔
n10280674	魔術師
n10281896	マハトマ
n10283366	専攻
n10284064	造り手
n10293590	侯爵夫人
n10296444	道徳家
n10297234	マスコット
n10297367	マゾヒスト
n10297531	石工
n10297841	マスカ
n10298647	部長
n10298912	船長
n10300041	航海士
n10308066	員外
n10308275	氏人
n10313441	中高音部
n10314836	産婆
n10318607	百万長者
n10329035	独白劇俳優
n10333317	義母
n10341343	楽師
n10342367	弱音器
n10344319	ウェット
n10345422	ナルシスト
n10353355	甥御さん
n10355688	新来者
n10356877	ニュースリーダ
n10359546	ノーベル賞受賞者
n10362319	非喫煙者
n10368291	嬰児
n10368624	ニンフェット
n10369528	評論家
n10373525	連邦
n10376890	古狸
n10378780	経営者
n10380126	楽天家
n10383094	組織人間
n10383505	創立者
n10386874	外野手
n10394786	古生物学者
n10396337	乞食
n10400108	氏子
n10400437	選良
n10403876	船客
n10407310	愛国者
n10410996	小作農
n10411867	色子
n10418101	権化
n10419630	厄介者
n10421470	調剤師
n10421956	篤志家
n10427223	フォトジャーナリスト
n10428004	物理学者
n10432957	棟梁
n10441037	遊相手
n10441694	質権設定者
n10443032	配管工
n10455619	肖像画家
n10456138	実証主義者
n10458111	問題解決プログラム
n10461060	鳥屋
n10464052	サプリカント
n10471640	プリマバレリーナ
n10473917	プリンス オヴ ウェールズ
n10474064	皇女
n10474645	校長
n10476467	２等兵
n10481268	コンピュータープログラマ
n10495555	売人
n10495756	スラスター
n10497645	四重
n10499355	統治女王
n10500419	妃
n10506336	洗い矢
n10506544	牧者
n10513938	芋
n10516527	正看護婦
n10519126	隠者
n10519984	除去剤
n10520544	背教者
n10523341	郷軍
n10525436	小売商
n10530959	右利き
n10531109	右腕
n10531838	首謀者
n10533983	スクリーマー
n10537708	ロマノフ
n10542608	伝令
n10544748	レッカー
n10546428	舵取り
n10546633	船手
n10551576	工兵
n10559508	学校の友達
n10564098	映画俳優
n10567722	季節的
n10569011	少尉
n10574538	教育宗教分離主義者
n10575787	探究者
n10578162	神学生
n10579549	上級副社長
n10582604	サーバー
n10585217	寺男
n10588965	牧師
n10594857	三百
n10595647	病者
n10604634	懐疑主義者
n10605253	スキーヤー
n10617024	偽君子
n10618848	社会主義者
n10624437	歌姫
n10629647	ラテンアメリカ系
n10629939	スパーリングパートナー
n10636488	行かず後家
n10639637	スポーツキャスター
n10646780	吃
n10648696	主演者
n10654932	継親
n10656120	凡夫
n10661002	見ず知らず
n10661563	軍略家
n10661732	小頭
n10669991	麾下
n10671736	跡継ぎ
n10672662	婦人参政権論者
n10674130	求婚者
n10675609	スーパーヘビー級
n10676018	目上
n10676434	スーパーマザー
n10680609	測量技師
n10683675	スインガー
n10684146	スイッチャ
n10685398	シルフ
n10686073	同調者
n10688356	軍師
n10693824	分類学者
n10700201	店子
n10702615	脅威
n10703336	遺言者
n10712229	鋳掛け屋
n10719132	東西屋
n10720453	売人
n10720964	組合員
n10727458	第一大蔵卿
n10728233	トレンドセッター
n10728998	企図者
n10732967	軽わざ師
n10735984	審判
n10742005	案内嬢
n10744164	行楽客
n10747119	菜食主義者
n10750031	教皇代理
n10753339	自警団員
n10756641	空想家
n10759331	義勇兵
n10761326	覗魔
n10763075	浮浪児
n10765679	渡り鳥
n10773665	溶接工
n10773800	福祉対象者
n10781817	泣虫
n10782791	勝者
n10783539	指示器
n10788852	女性
n10791115	ワーキング・ガール
n10792335	崇拝者
n10792856	解体屋
n11511327	白斑
n11547855	芽胞
n11552133	隠花植物
n11598886	マオウ
n11601177	ソテツ
n11621727	椴
n11632619	イタリアンサイプレス
n11645590	ウォレマイパイン
n11646344	ノーフォークマツ
n11660300	赤松
n11662371	一位
n11668117	単子葉植物
n11677485	基脚
n11677902	果柄
n11682659	無性芽
n11683838	蜜腺
n11685621	長角果
n11691046	花冠
n11692792	冠毛
n11693981	ポポー
n11695974	イランイラン
n11700864	オールスパイス
n11701066	クロバナロウバイ
n11702713	桂
n11704620	クスノキ
n11707229	サッサフラス
n11714382	ナツメグ
n11717399	藕
n11720891	バイカモ
n11722621	タガラシ
n11723452	トリカブト
n11741350	山桃
n11741797	楊梅
n11748811	ラッカセイ
n11761650	印賀
n11767877	インド大麻
n11782036	アローカシア
n11785875	ニシキイモ
n11791341	フィロデンドロン
n11799732	人参
n11800236	人参
n11808299	ヒゲナデシコ
n11824146	アカザ
n11828577	アカザ
n11828973	アカザ
n11832214	砂糖大根
n11832480	ビート
n11846765	クジャクサボテン属
n11849271	メスカル
n11855553	ヨウシュヤマゴボウ
n11858077	スベリヒユ
n11869689	ウォータークレス
n11877283	球茎甘藍
n11877646	蕪
n11878283	辛子
n11894558	野大根
n11919447	ブタクサ
n11928858	ヨモギ
n11930788	ハハコグサ
n11943992	都忘
n11953884	オニアザミ
n11955532	ニオイヤグルマ
n11957678	クジャクソウ
n11966896	ハルジオン
n11968931	藤袴
n11979715	キクイモ
n12008749	オオハンゴンソウ
n12009047	オオハンゴンソウ
n12013035	菊牛蒡
n12019035	ハルノノゲシ
n12023108	マトリカニア
n12024176	蒲公英
n12036226	翼果
n12048928	エビネ
n12087961	ヤム芋
n12099342	スターチス
n12105125	ヒメカモジグサ
n12107970	エノコログサ
n12108871	冬草
n12109827	カラスムギ
n12112609	バッファローグラス
n12117695	イヌビエ
n12124818	ドクムギ
n12130549	オオアワガエリ
n12131405	ブルーグラス
n12138248	高粱酒
n12141385	穀物
n12146311	シバ属
n12151170	カヤツリグサ
n12156679	ミクリ
n12157056	穀粒
n12159804	ズッキーニ
n12165758	鳳仙花
n12166424	ヘチマ
n12167602	ツルレイシ
n12180168	オオハマボウ
n12186839	青麻
n12196694	カラジョング
n12204032	科の木
n12226932	ヒース
n12227658	ブライア
n12229651	ヒメシャクナゲ
n12236546	ハックルベリー
n12237486	カルミア属
n12246037	ツルコケモモ
n12246232	ブルーベリー
n12262553	クリ
n12263204	ヨーロッパ栗
n12263738	椎
n12263987	椎
n12274863	ブラックジャック
n12275317	楢
n12282527	シラカバ
n12288823	西洋榛
n12289433	西洋榛
n12303462	秦皮
n12307076	オウバイ
n12307756	水蝋
n12320010	ヒッコリー
n12334891	ユーカリノキ
n12353431	マニラアサ
n12356395	ウコンバナ
n12357485	ゲットウ
n12358293	カルダモン
n12371704	木天蓼
n12392070	蕁麻
n12393269	ラミー
n12397431	インド大麻
n12401335	無花果
n12402596	菩提樹
n12403994	カジノキ
n12405714	楡
n12407715	アキニレ
n12409231	榎
n12413301	ダッチアイリス
n12414159	ジャーマンアイリス
n12414818	ダッチアイリス
n12416703	サフラン
n12419037	アマリリス
n12425281	球根植物
n12433178	シャロット
n12433952	ワケギ
n12435152	チャイブ
n12463134	ナギイカダ
n12481458	サンセベリア
n12482437	イトラン
n12482668	イトラン
n12493426	イナゴマメ
n12496949	ロッグウッドの木
n12517642	チョウマメ
n12526516	ヌスビトハギ
n12528974	デイゴ
n12553742	栴檀
n12557064	インゲンマメ
n12564083	シカクマメ
n12575812	クサフジ
n12584365	檳榔
n12584715	砂糖椰子
n12590499	アブラヤシ
n12594989	ラフィア椰子
n12599185	ヘラオオバコ
n12601494	蕎麦
n12615232	石菖藻
n12615710	蛭藻
n12621945	難波薔薇
n12628986	マルメロ
n12630763	オランダイチゴ
n12631331	チングルマ
n12634734	海棠
n12637123	雄陽皺
n12640607	アンズ
n12641931	オオシマザクラ
n12648196	ネクタリン
