n04403638	望远镜
n09769076	瘾君子
n09771435	崇拜者
n09773962	广告商
n09778783	搅拌器
n09782167	酒精类
n09785659	登山运动员
n09785891	祭坛男孩
n09787534	大使
n09791816	无政府主义者
n09805151	大主教
n09809538	陆军工程师
n09814488	女议员
n09816654	助理教授
n09820044	无神论者
n09822830	司法部长
n09823832	互惠生女孩
n09824135	独裁者
n09824609	权威
n09830400	后座议员
n09830629	背包客
n09833751	平衡器
n09833997	巴尔克
n09840435	男爵
n09842395	篮筐制造商
n09842823	混蛋
n09843602	巴瑟
n09843716	蝙蝠侠
n09843824	接力棒
n09845849	巴特尼克
n09848489	信主
n09850760	狂暴
n09851165	最佳顶盖
n09861863	造船工人
n09863031	保镖
n09864632	炮弹
n09866817	鞋黑
n09869317	赏金猎人
n09869578	波旁威士忌
n09871095	鼻涕虫
n09876701	兄弟
n09877288	姐夫
n09885866	家具制造商
n09886403	球童
n09886540	军校学员
n09889170	书法家
n09889691	竞选者
n09890192	营地追随者
n09892693	机长
n09893344	队长
n09895222	野心家
n09901642	餐饮业者
n09902353	骑兵
n09902731	穴居人
n09902851	庆祝者
n09904837	中间派
n09906704	冠军
n09911226	女清洁工
n09912681	小气鬼
n09917214	参谋长
n09927089	清洁剂
n09929577	临床医生
n09931165	丑角小丑
n09931418	教练
n09931640	教练
n09932336	马车夫
n09936892	大学生
n09941089	来者
n09941571	指挥官
n09942697	政委
n09943811	专员
n09944160	委员会成员
n09945319	共产主义者
n09953350	糖果商
n09954639	知己
n09958292	圣公会教徒
n09960688	承包商
n09961739	召集人
n09968652	科特尔
n09968845	辅导员
n09971839	朝臣
n09972587	奶牛
n09975425	工匠
n09976917	徐变
n09980985	蹲下者
n09981278	王妃
n09982152	绿帽子
n09985809	赛博朋克
n09986700	犬儒主义者
n09994673	执事
n10000787	代表
n10001217	送货员
n10001764	半神
n10015215	导演
n10019072	地方检察官
n10019187	地区经理
n10023264	神烦狗
n10026976	街头人士Dosser
n10028402	穷困末路
n10030277	剧作家
n10033412	裁缝
n10035952	吸毒者
n10037080	醉的
n10039271	达弗
n10041373	伯爵
n10041887	工薪阶层
n10044879	编辑
n10048367	长者
n10055297	女巫
n10057271	背书人
n10058962	征募女性
n10061043	特使
n10061882	流行病学家
n10063635	爱斯基摩人
n10068234	考官
n10069981	执行秘书
n10070563	参展商
n10077879	狂热者
n10080869	父亲
n10082423	Fauve
n10082997	联邦主义者
n10086383	外野手
n10091349	消防队长
n10094584	旗舰军官
n10095265	侧卫
n10095420	挡板
n10095869	奉承者
n10097995	花姑娘
n10099375	追随者
n10102800	祖先
n10105733	向前地
n10106387	养父
n10106509	养母
n10107303	创始人
n10109443	怪胎
n10115430	后卫
n10117415	加格曼
n10123122	宪兵
n10126177	发电机
n10126424	遗传学家
n10131815	角斗士
n10134760	教父
n10134982	教父
n10140597	总督
n10140929	研究生护士
n10147710	杂货商
n10149867	狱警
n10150940	宾客
n10151133	客人
n10151570	指导
n10152616	古鲁
n10152763	古鲁
n10154186	吉普赛
n10157271	半血
n10159289	杂工
n10162354	帽匠
n10165448	听者
n10168584	继承人
n10169241	推定继承人
n10170060	雇用
n10171456	草药医生
n10173410	女主角
n10174330	高眉
n10186068	马贩
n10187491	女主人
n10188715	管家
n10188957	室友
n10191613	人道主义者
n10194231	前夫
n10196404	冰人
n10198437	偶像
n10204177	实业家
n10205231	较差的
n10208847	检查员
n10209731	保险经纪人
n10210648	室内设计师
n10210911	对话者
n10212501	翻译
n10212780	口译译员
n10215623	调查员
n10216106	投资者
n10218164	各行各业的杰克
n10220080	爪哇人
n10221312	小丑
n10222497	批发商
n10224578	新闻工作者
n10227266	年少者
n10227490	飞鸟二世
n10227985	法学家
n10228468	和平正义
n10233248	造王者
n10235024	国王
n10240235	无所不知
n10244913	土地经纪人
n10245863	景观设计师
n10248008	拉丁语
n10249950	律师
n10251329	懒骨头
n10252222	演讲者
n10259348	中尉
n10260473	少尉初级
n10276045	伐木工人
n10277027	放火狂
n10280674	魔术师
n10281896	圣雄甘地
n10283366	专业
n10284064	牛头刨床
n10293590	侯爵
n10296444	马蒂内特
n10297234	吉祥物
n10297367	受虐狂
n10297531	石匠
n10297841	化妆师
n10298647	主人
n10298912	船长
n10300041	大副
n10308066	非成员
n10308275	宗族
n10313441	女中音
n10314836	助产士
n10318607	百万富翁
n10329035	独白学家
n10333317	婆婆
n10341343	音乐教师
n10342367	哑巴
n10344319	纳比比帕比
n10345422	自恋者
n10353355	侄子
n10355688	新来的人
n10356877	新闻阅读器
n10359546	诺贝尔奖获得者
n10362319	不吸烟者
n10368291	哺育
n10368624	若虫
n10369528	观察员
n10373525	联邦
n10376890	老时光
n10378780	操作人员
n10380126	乐观主义者
n10383094	组织人
n10383505	组织者
n10386874	外野手
n10394786	古生物学家
n10396337	乞丐
n10400108	教区牧师
n10400437	议员
n10403876	乘客
n10407310	爱国主义者
n10410996	农民
n10411867	鸡腿
n10418101	拟人化
n10419630	害虫
n10421470	药剂师
n10421956	慈善家
n10427223	摄影记者
n10428004	物理学家
n10432957	支柱
n10441037	玩伴
n10441694	抵押人
n10443032	管道工
n10455619	肖像画家
n10456138	实证主义
n10458111	问题解决者
n10461060	鲍尔特曼
n10464052	祈祷者
n10471640	芭蕾舞女
n10473917	威尔士亲王
n10474064	公主
n10474645	校长
n10476467	列兵
n10481268	编程器
n10495555	推手
n10495756	推进器
n10497645	四轮
n10499355	女王
n10500419	王后配偶
n10506336	拉姆罗德
n10506544	牧场手
n10513938	红脖子饼干
n10516527	注册护士
n10519126	隐士
n10519984	搬运工
n10520544	叛徒
n10523341	预备役军人
n10525436	零售商
n10530959	右手
n10531109	右手人
n10531838	首要人物
n10533983	咆哮者
n10537708	罗曼诺夫
n10542608	跑步者
n10544748	破坏者
n10546428	船长
n10546633	船员
n10551576	工兵
n10559508	校友
n10564098	电影演员
n10567722	季节性工人
n10569011	少尉
n10574538	世俗主义者
n10575787	探索者
n10578162	神学院的
n10579549	高级副总裁
n10582604	服务器
n10585217	塞克斯顿
n10588965	牧羊人
n10594857	施斯特
n10595647	病人
n10604634	怀疑者
n10605253	滑雪者
n10617024	势利
n10618848	社会主义者
n10624437	歌唱压力
n10629647	西班牙裔美国人
n10629939	陪练搭档
n10636488	老处女
n10639637	体育播音员
n10646780	结巴
n10648696	星
n10654932	继父母
n10656120	僵硬的
n10661002	陌生人
n10661563	战略战略家
n10661732	稻草老板
n10669991	下属
n10671736	继任人
n10672662	妇女参政者
n10674130	求婚者
n10675609	超级重量级
n10676018	上级
n10676434	超级妈妈
n10680609	测量员
n10683675	流浪汉
n10684146	切换器
n10685398	精灵
n10686073	同情者
n10688356	战术家
n10693824	分类学家
n10700201	承租人
n10702615	恐怖
n10703336	立遗嘱人
n10712229	叮当匠
n10719132	镇上的哭泣者
n10720453	交易员
n10720964	工会会员
n10727458	财政部
n10728233	潮流引领者
n10728998	特里尔
n10732967	平底玻璃杯
n10735984	裁判长
n10742005	女招待
n10744164	度假者
n10747119	素食主义者
n10750031	牧师
n10753339	义务警员
n10756641	有远见的
n10759331	志愿者
n10761326	偷窥狂
n10763075	流浪儿
n10765679	漫游者
n10773665	焊接工
n10773800	福利案例
n10781817	懦夫
n10782791	赢家
n10783539	绞盘
n10788852	女人
n10791115	工作女工
n10792335	崇拜者
n10792856	清障车
n11511327	光斑
n11547855	孢子
n11552133	隐花植物
n11598886	麻黄
n11601177	萨戈棕榈
n11621727	白冷杉
n11632619	意大利柏树
n11645590	沃勒姆松
n11646344	诺福克岛松
n11660300	日本伞松
n11662371	日本红豆杉
n11668117	单子叶植物
n11677485	花柱基
n11677902	果柄
n11682659	芽孢
n11683838	蜜腺
n11685621	西力克
n11691046	花冠
n11692792	蓟
n11693981	奶油苹果
n11695974	依兰依兰
n11700864	香辛料
n11701066	卡罗莱纳多香果
n11702713	日本桔梗
n11704620	樟树
n11707229	黄樟
n11714382	肉豆蔻
n11717399	莲花
n11720891	水乌鸦脚
n11722621	受诅咒的乌鸦脚
n11723452	沃尔夫斯本
n11741350	蜡桃金娘
n11741797	杨梅
n11748811	花生
n11761650	英加
n11767877	印度大麻
n11782036	孤傲
n11785875	花叶芋
n11791341	喜树
n11799732	人参
n11800236	人参
n11808299	亲爱的威廉
n11824146	猪草
n11828577	羊羔肉
n11828973	好国王亨利
n11832214	甜菜
n11832480	甜菜根
n11846765	昙花
n11849271	梅斯卡
n11855553	戳
n11858077	普通马齿苋
n11869689	豆瓣菜
n11877283	科哈拉比
n11877646	萝卜
n11878283	芥末
n11894558	关节沙洛克
n11919447	豚草
n11928858	艾蒿
n11930788	西艾
n11943992	紫菀
n11953884	羽状蓟
n11955532	幸运的蓟
n11957678	愈伤组织
n11966896	费城法拉巴尼
n11968931	博内塞特
n11979715	耶路撒冷洋蓟
n12008749	阔叶Coneflower
n12009047	金色辉光
n12013035	黑Salsify
n12019035	乳草
n12023108	feverfew
n12024176	蒲公英
n12036226	萨马拉
n12048928	虾脊兰属
n12087961	山药薯蓣
n12099342	海薰衣草
n12105125	麦草
n12107970	狐尾草
n12108871	高燕麦草
n12109827	燕麦
n12112609	水牛草
n12117695	谷仓草
n12124818	多年生黑麦草
n12130549	提摩太
n12131405	蓝草
n12138248	高粱
n12141385	粮食
n12146311	结缕草属
n12151170	Galingale
n12156679	钻筘
n12157056	内核
n12159804	西葫芦
n12165758	喷黄瓜
n12166424	丝瓜
n12167602	苦瓜
n12180168	Mahoe
n12186839	印度Mallow
n12196694	Kurrajong
n12204032	日本椴树
n12226932	希思
n12227658	树丛
n12229651	沼泽迷迭香
n12236546	哈克贝里
n12237486	卡米亚
n12246037	欧洲蔓越莓
n12246232	蓝莓
n12262553	栗树
n12263204	欧洲栗子
n12263738	阿勒格尼·钦卡宾
n12263987	Ozark Chinkapin
n12274863	21点橡木
n12275317	日本橡木
n12282527	白桦
n12288823	榛子
n12289433	榛子
n12303462	灰树
n12307076	迎春花
n12307756	女贞
n12320010	胡桃木
n12334891	桉树
n12353431	阿巴卡麻
n12356395	姜黄
n12357485	贝壳花
n12358293	小豆蔻
n12371704	银藤
n12392070	荨麻
n12393269	苎麻
n12397431	印度大麻
n12401335	无花果树
n12402596	琵琶
n12403994	纸桑
n12405714	榆树
n12407715	榆树
n12409231	杨梅
n12413301	荷兰鸢尾
n12414159	德国鸢尾
n12414818	荷兰语Iris
n12416703	藏红花
n12419037	石竹属
n12425281	百合科植物
n12433178	小葱
n12433952	大葱
n12435152	韭菜
n12463134	屠夫扫帚
n12481458	婆婆的舌头
n12482437	西班牙刺刀
n12482668	西班牙刺刀
n12493426	胡萝卜
n12496949	原木
n12517642	蓝豌豆
n12526516	勾三叶草
n12528974	印度珊瑚树
n12553742	珠子树
n12557064	芸豆
n12564083	有翼豆
n12575812	簇状紫荆
n12584365	槟榔棕榈
n12584715	糖棕榈
n12590499	非洲油棕
n12594989	拉斐亚棕榈
n12599185	英国车前草
n12601494	荞麦
n12615232	胶带草
n12615710	水草
n12621945	切罗基·罗斯
n12628986	昆斯
n12630763	海滩草莓
n12631331	阿文斯
n12634734	西伯利亚蟹
n12637123	银叶草
n12640607	杏树
n12641931	野樱桃
n12648196	油桃
